Number,question,Annotated Class,Manual Annotation,class,Manual Check,Remarks,Number of empty annotations: 1
2227,which airport is best to fly into milan?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2228,which airport is closest to the city of chicago?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2229,which airport to fly in rome?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2230,which books did john the apostle write?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",LITERATURE,,,
2231,which city held the summer olympics twice?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",['http://www.w3.org/2000/01/rdf-schema#Class'],,,
2232,which college did barack obama attend?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LOC,,,
2233,which college did obama graduated?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LOC,,,
2234,which continent is costa rica located?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2235,which countries border the baltic sea?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2236,which countries border the us?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,LOC,,
2237,which countries does russia border?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2238,which countries does south africa export to?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2239,which countries have english as native language?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2240,which countries share borders with spain?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2241,which countries share land border with vietnam?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2242,which countries speak english?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2243,which country did james cook sailed for?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2244,which country does irish language come from?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LANG,,,
2245,which country does south africa border 2 the north?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2246,which country has won the cricket world cup the most times?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",MOVIE,,,
2247,which country is gaza city located?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2248,which country is to the north of the united states of america?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2249,which four states touch mexico?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2250,which is faster amd dual core or intel dual core?,Altitude,Altitude,LITERATURE,,,
2251,which island in greece?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2252,which jane austen books are movies?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)","['common.topic', 'music.release_track']",,,
2253,which kardashians are having babies?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2254,which kennedy died first?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,PERSON,,
2255,which legend of zelda game is the first?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)","['common.topic', 'base.type_ontology.non_agent', 'music.release', 'media_common.creative_work']",,,
2256,which paris airport is closest to the city center?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2257,which party did lincoln belong to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",COMPANY,,,
2258,which party was lincoln?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",COMPANY,,,
2259,which province in canada is the most populated?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2260,which roman god goddess are you?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2261,which states does the connecticut river flow through?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2262,which states does the mississippi river pass through?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2263,which states touch canadian soil?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2264,which team does ronaldinho play for 2013?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2265,which team does ronaldinho play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",None,,,
2266,which three countries share a land border with cambodia?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LITERATURE,,,
2267,which wife did king henry behead?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,PERSON,,
2268,who all has jason kidd played for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2269,who all has kim kardashian dated?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2270,who are all the american idol winners and runner ups?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2271,who are betty white's husbands?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2272,who are betty white's parents?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2273,who are china's trading partners?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2274,who are famous people from spain?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2275,who are iran's major trading partners?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2276,who are paul revere's parents?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2277,who are richard pryor children?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2278,who are senators from new jersey?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2279,who are senators from utah?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2280,who are shakespeare's siblings?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2281,who are the broncos players?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2282,who are the colorado eagles?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2283,who are the current maryland senators?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2284,who are the current senators from illinois?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2285,who are the current senators from missouri?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,PERSON,,
2286,who are the famous athletes in kenya?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2287,who are the green bay packers owned by?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2288,who are the judges of the supreme court?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2289,who are the players on the toronto maple leafs?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2290,who are the senators of kansas 2013?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2291,who are the two current illinois senators?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2292,who are the two current senators of illinois?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2293,who are the two state senators of georgia?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2294,who became president when roosevelt died in office?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2295,who controls panama?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2296,who created microsoft windows?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2297,who created the ancient language in alagaesia?,EthnicGroup,EthnicGroup,ENTITY,,,
2298,who created the character of romeo?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2299,who created the character of sherlock holmes?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2300,who created the chinese communist party?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LITERATURE,,,
2301,who created youtube and when?,,REMOVE,ENTITY,,multiple types expected,
2302,who created youtube?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2303,who currently owns the steelers?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2304,who did aaron rodgers play college football 4?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LOC,,,
2305,who did adam sandler married?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2306,who did alf's voice?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2307,who did anne frank wrote her diary to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LITERATURE,,,
2308,who did axl rose marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2309,who did ayrton senna drive for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",COMPANY,,,
2310,who did ben stiller play in megamind?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2311,who did bryce dallas howard play in eclipse?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LOC,,,
2312,who did butler beat last night?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2313,who did bynum get traded to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LOC,,,
2314,who did cristina yang's husband cheated on her with?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,,,
2315,who did david villa play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2316,who did deborah sampson married?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2317,who did draco malloy end up marrying?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,PERSON,,
2318,who did elvis presley really love?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2319,who did etta james marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2320,who did george lucas get engaged to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2321,who did george wendt play on cheers?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,,,
2322,who did georgia o'keeffe inspired?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2323,who did heinrich himmler marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2324,who did hera marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2325,who did hermione granger marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,,,
2326,who did howie long married?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2327,who did james franco play on general hospital?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2328,who did japan surrender to in ww2?,EthnicGroup,EthnicGroup,HUMAN,,,
2329,who did jeremy lin sign with?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2330,who did jerry rice retire with?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2331,who did john fox coach for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2332,who did john paul jones fight for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LITERATURE,,,
2333,who did jon gosselin cheat with?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2334,who did joseph from the bible marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2335,who did juan ponce de leon married?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2336,who did juan ponce de leon mary?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2337,who did julie andrews play in shrek?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2338,who did kat graham play in parent trap?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2339,who did king tut married?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2340,who did lenny kravitz marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2341,who did magellan sail for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2342,who did marco polo travel with?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2343,who did mario lopez just marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2344,who did matt barnes married?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2345,who did megan fox have a baby with?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2346,who did michael jackson play in the wiz?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2347,who did michael jordan marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2348,who did michael vick play for in 2008?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LOC,,,
2349,who did mike tomlin play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2350,who did paul jr marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2351,who did president kennedy marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2352,who did queen mary marry?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2353,who did ronald reagan get shot by?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,,,
2354,who did rufus wainwright married?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2355,who did russians descend from?,EthnicGroup,EthnicGroup,HUMAN,,,
2356,who did scarlett johansson married?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2357,who did tebow get traded to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2358,who did the baltimore ravens draft in 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2359,who did the cleveland browns draft?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2360,who did the maccabees revolted against?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2361,who did the voice of darth vader in star wars?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2362,who did troy aikman play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2363,who did tupac shakur date?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2364,who did tyson chandler play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2365,who did u.s. fight against in ww1?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2366,who did walter raleigh sail for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LOC,,,
2367,who did warren moon play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2368,who did wayne gretzky play 4?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2369,who do derek fisher play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2370,who do pagans believe is god?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2371,who do rastafarians worship?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LITERATURE,,,
2372,who do roman catholics give authority to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LITERATURE,,,
2373,who does allen iverson play for now 2010?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2374,who does avril lavigne play in over the hedge?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2375,who does billy beane work for now?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2376,who does blake griffin play for in the nba?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2377,who does brandon dubinsky play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2378,who does brandon jacobs play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2379,who does christina milian have a baby by?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,PERSON,,
2380,who does cristiano ronaldo play for 2012?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2381,who does cristiano ronaldo play for in 2010?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2382,who does cristiano ronaldo play for now 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2383,who does cristiano ronaldo play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2384,who does danneel harris play on one tree hill?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,,,
2385,who does david beckham play for in 2013?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2386,who does david carr play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2387,who does david james play for 2011?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2388,who does debbie dingle go out with?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,,,
2389,who does dominic monaghan play in lord of the rings?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2390,who does hank baskett play for now nov 2010?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2391,who does jamie campbell bower play in breaking dawn?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2392,who does jemaine clement play in despicable me?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2393,who does joakim noah play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,ENTITY,,
2394,who does jodelle ferland play in eclipse?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2395,who does john beck play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2396,who does josh hutcherson play in the hunger games?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2397,who does larry david play in seinfeld?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2398,who does lea michele dating in real life?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2399,who does leia think her father is?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2400,who does maggie grace play in taken?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",TV,PERSON,,
2401,who does malcom floyd play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
2402,who does marion barber play 4?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2403,who does mark sanchez play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2404,who does matt damon have kids with?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2405,who does nikki reed play in the movie twilight?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
2406,who does northern ireland belong to?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2407,who does obama look up to?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2408,who does paul wesley play in 24?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MUSIC,,,
2409,who does peyton manning play 4?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2410,who does queen elizabeth hair?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2411,who does russia trade with the most?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2412,who does ryan newman race for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",COMPANY,,,
2413,who does sam bradford play for?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ENTITY,,,
2414,who does the islam worship?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",RELIGION,,,
2415,who does the uk trade with?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2416,who does the united states export the most to?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
2417,who does the voice of kovu in lion king?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2418,who does the voice of lois in family guy?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
2419,who drafted kevin garnett?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",SPORTS,,,
